id,subject,catalog_number,code,academic_group,academic_org,career_level,effective_year,level,department,title
221906,SARSH,4TR,SARSH 4TR,SAR,SAR,UGRD,2024,Introductory,SAR,SARSH 4TR
107983,CASNE,330,CASNE 330,CAS,CASNE,UGRD,2024,Advanced Undergraduate,CASNE,CASNE 330
108036,CASNE,526,CASNE 526,CAS,CASNE,UGRD,2024,Graduate,CASNE,CASNE 526
108048,CASNE,560,CASNE 560,CAS,CASNE,UGRD,2024,Graduate,CASNE,CASNE 560
108189,CASPH,254S,CASPH 254S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASPH 254S
163120,STHTX,871,STHTX 871,STH,STH,GRAD,2024,Graduate,STH,STHTX 871
107653,CASLZ,211,CASLZ 211,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLZ 211
105387,CASIP,402E,CASIP 402E,CAS,SAB,UGRD,2024,Advanced Undergraduate,SAB,CASIP 402E
221980,EOPEL,52,EOPEL 52,BU1,EOP,UGRD,2024,Introductory,EOP,EOPEL 52
114823,CGSHU,111S,CGSHU 111S,CGS,SUM,UGRD,2024,Undergraduate Lower,SUM,CGSHU 111S
114901,CGSRH,103,CGSRH 103,CGS,CGS,UGRD,2024,Undergraduate Lower,CGS,CGSRH 103
114935,CGSSS,112S,CGSSS 112S,CGS,SUM,UGRD,2024,Undergraduate Lower,SUM,CGSSS 112S
123694,COMFT,525,COMFT 525,COM,COM,UGRD,2024,Graduate,COM,COMFT 525
145844,QSTES,210,QSTES 210,QST,QST,UGRD,2024,Undergraduate Upper,QST,QSTES 210
140897,METCS,602,METCS 602,MET,MET,GRAD,2024,Graduate,MET,METCS 602
101292,CASBI,281,CASBI 281,CAS,CASBI,UGRD,2024,Undergraduate Upper,CASBI,CASBI 281
106429,CASLE,491E,CASLE 491E,CAS,SAB,UGRD,2024,Advanced Undergraduate,SAB,CASLE 491E
222090,CASXL,230S,CASXL 230S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASXL 230S
125211,ENGEC,810,ENGEC 810,ENG,ENG,GRAD,2024,Graduate,ENG,ENGEC 810
125215,ENGEC,891,ENGEC 891,ENG,ENG,GRAD,2024,Graduate,ENG,ENGEC 891
125748,ENGME,791,ENGME 791,ENG,ENG,GRAD,2025,Graduate,ENG,ENGME 791
113189,CFAMT,699S,CFAMT 699S,CFA,CFA,GRAD,2024,Graduate,CFA,CFAMT 699S
222143,QSTIS,565,QSTIS 565,QST,QST,UGRD,2024,Graduate,QST,QSTIS 565
107005,CASLK,492S,CASLK 492S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASLK 492S
112958,CFAMP,693,CFAMP 693,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMP 693
112840,CFAMP,413,CFAMP 413,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFAMP 413
112523,CFAMH,700,CFAMH 700,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 700
112589,CFAMH,843,CFAMH 843,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 843
101129,CASAS,492,CASAS 492,CAS,CASAS,UGRD,2025,Advanced Undergraduate,CASAS,CASAS 492
114459,CFATH,311,CFATH 311,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFATH 311
222161,CASCI,354,CASCI 354,CAS,CASCI,UGRD,2025,Advanced Undergraduate,CASCI,CASCI 354
222167,CASJS,388,CASJS 388,CAS,CASJS,UGRD,2025,Advanced Undergraduate,CASJS,CASJS 388
222171,CASWS,479,CASWS 479,CAS,CASWS,UGRD,2025,Advanced Undergraduate,CASWS,CASWS 479
127052,GMSBI,854,GMSBI 854,MED,GMS,GRAD,2025,Graduate,GMS,GMSBI 854
102019,CASCH,551,CASCH 551,CAS,CASCH,UGRD,2025,Graduate,CASCH,CASCH 551
222010,CASCH,650,CASCH 650,CAS,CASCH,GRAD,2025,Graduate,CASCH,CASCH 650
108740,CASPO,504,CASPO 504,CAS,CASPO,UGRD,2025,Graduate,CASPO,CASPO 504
136816,LAWJD,703,LAWJD 703,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 703
158278,SPHBS,910,SPHBS 910,SPH,SPH,GRAD,2025,Graduate,SPH,SPHBS 910
159021,SPHIH,708S,SPHIH 708S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 708S
159025,SPHIH,712S,SPHIH 712S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 712S
159116,SPHIH,795,SPHIH 795,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 795
159124,SPHIH,804,SPHIH 804,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 804
159149,SPHIH,871S,SPHIH 871S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 871S
159178,SPHIH,943,SPHIH 943,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 943
159179,SPHIH,950S,SPHIH 950S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 950S
159275,SPHMC,770,SPHMC 770,SPH,SPH,GRAD,2025,Graduate,SPH,SPHMC 770
159647,SPHPM,771,SPHPM 771,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPM 771
158513,SPHEH,962,SPHEH 962,SPH,SPH,GRAD,2025,Graduate,SPH,SPHEH 962
158510,SPHEH,962S,SPHEH 962S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHEH 962S
137717,LAWJD,939,LAWJD 939,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 939
103201,CASEE,581,CASEE 581,CAS,CASEE,UGRD,2024,Graduate,CASEE,CASEE 581
103628,CASEN,511,CASEN 511,CAS,CASEN,UGRD,2024,Graduate,CASEN,CASEN 511
103738,CASEN,571,CASEN 571,CAS,CASEN,UGRD,2024,Graduate,CASEN,CASEN 571
103792,CASEN,581,CASEN 581,CAS,CASEN,UGRD,2024,Graduate,CASEN,CASEN 581
104708,CASHI,312,CASHI 312,CAS,CASHI,UGRD,2024,Advanced Undergraduate,CASHI,CASHI 312
105233,CASHI,560,CASHI 560,CAS,CASHI,UGRD,2024,Graduate,CASHI,CASHI 560
105484,CASIR,310,CASIR 310,CAS,PAR,UGRD,2024,Advanced Undergraduate,PAR,CASIR 310
105502,CASIR,331S,CASIR 331S,CAS,PAR,UGRD,2024,Advanced Undergraduate,PAR,CASIR 331S
105555,CASIR,363,CASIR 363,CAS,PAR,UGRD,2024,Advanced Undergraduate,PAR,CASIR 363
104003,CASES,541,CASES 541,CAS,CASEE,UGRD,2024,Graduate,CASEE,CASES 541
108636,CASPO,383,CASPO 383,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 383
108642,CASPO,387,CASPO 387,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 387
108693,CASPO,420,CASPO 420,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 420
108694,CASPO,425,CASPO 425,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 425
108860,CASPO,557,CASPO 557,CAS,CASPO,UGRD,2024,Graduate,CASPO,CASPO 557
108999,CASPS,125,CASPS 125,CAS,CASPS,UGRD,2024,Undergraduate Lower,CASPS,CASPS 125
109004,CASPS,205,CASPS 205,CAS,CASPS,UGRD,2029,Undergraduate Upper,CASPS,CASPS 205
109024,CASPS,243,CASPS 243,CAS,CASPS,UGRD,2029,Undergraduate Upper,CASPS,CASPS 243
109095,CASPS,372,CASPS 372,CAS,CASPS,UGRD,2024,Advanced Undergraduate,CASPS,CASPS 372
109176,CASPS,565,CASPS 565,CAS,CASPS,UGRD,2024,Graduate,CASPS,CASPS 565
114362,CFATH,147,CFATH 147,CFA,CFA,UGRD,2028,Undergraduate Lower,CFA,CFATH 147
114373,CFATH,163,CFATH 163,CFA,CFA,UGRD,2024,Undergraduate Lower,CFA,CFATH 163
114429,CFATH,269,CFATH 269,CFA,CFA,UGRD,2024,Undergraduate Upper,CFA,CFATH 269
114488,CFATH,359,CFATH 359,CFA,CFA,UGRD,2024,Advanced Undergraduate,CFA,CFATH 359
114494,CFATH,365,CFATH 365,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFATH 365
221954,CASJS,389,CASJS 389,CAS,CASJS,UGRD,2025,Advanced Undergraduate,CASJS,CASJS 389
221956,METUA,642,METUA 642,MET,MET,GRAD,2024,Graduate,MET,METUA 642
221969,CFAMH,659,CFAMH 659,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 659
136747,LAWGU,999E,LAWGU 999E,LAW,LAW,LAW,2024,Graduate,LAW,LAWGU 999E
138317,LAWPT,999E,LAWPT 999E,LAW,LAW,LAW,2024,Graduate,LAW,LAWPT 999E
112190,CFAFA,325,CFAFA 325,CFA,CFA,UGRD,2024,Advanced Undergraduate,CFA,CFAFA 325
106972,CASLK,211,CASLK 211,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLK 211
222030,QSTBA,889S,QSTBA 889S,QST,QST,GRAD,2026,Graduate,QST,QSTBA 889S
143084,METML,698S,METML 698S,MET,SUM,GRAD,2024,Graduate,SUM,METML 698S
113211,CFAMT,799S,CFAMT 799S,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMT 799S
112557,CFAMH,751,CFAMH 751,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 751
125574,ENGME,408,ENGME 408,ENG,ENG,UGRD,2025,Advanced Undergraduate,ENG,ENGME 408
126607,EOPEN,024S,EOPEN 024S,BU1,EOP,UGRD,2025,Introductory,EOP,EOPEN 024S
140747,METCS,520B,METCS 520B,MET,MET,UGRD,2025,Graduate,MET,METCS 520B
222261,CASDP,413E,CASDP 413E,CAS,SAB,UGRD,2025,Advanced Undergraduate,SAB,CASDP 413E
222267,CASDP,419E,CASDP 419E,CDS,SAB,UGRD,2025,Advanced Undergraduate,SAB,CASDP 419E
222268,CASDP,420E,CASDP 420E,CAS,SAB,UGRD,2025,Advanced Undergraduate,SAB,CASDP 420E
105881,CASIR,589,CASIR 589,CAS,PAR,UGRD,2025,Graduate,PAR,CASIR 589
222272,ENGME,559,ENGME 559,ENG,ENG,UGRD,2025,Graduate,ENG,ENGME 559
140628,METCS,232S,METCS 232S,MET,SUM,UGRD,2025,Undergraduate Upper,SUM,METCS 232S
136850,LAWJD,722,LAWJD 722,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 722
137210,LAWJD,820,LAWJD 820,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 820
159016,SPHIH,704,SPHIH 704,SPH,SPH,GRAD,2025,Graduate,SPH,SPHIH 704
159299,SPHMC,805,SPHMC 805,SPH,SPH,GRAD,2025,Graduate,SPH,SPHMC 805
159771,SPHSB,808S,SPHSB 808S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHSB 808S
127705,GMSGE,701,GMSGE 701,MED,GMS,GRAD,2025,Graduate,GMS,GMSGE 701
114787,CFATH,876,CFATH 876,CFA,CFA,GRAD,2025,Graduate,CFA,CFATH 876
107978,CASNE,322,CASNE 322,CAS,CASNE,UGRD,2024,Advanced Undergraduate,CASNE,CASNE 322
221948,GMSAN,703,GMSAN 703,MED,GMS,GRAD,2024,Graduate,GMS,GMSAN 703
106975,CASLK,216,CASLK 216,CAS,CASWL,UGRD,2024,Undergraduate Upper,CASWL,CASLK 216
112981,CFAMP,731,CFAMP 731,CFA,CFA,GRAD,2024,Graduate,CFA,CFAMP 731
146803,QSTSM,498,QSTSM 498,QST,QST,UGRD,2024,Advanced Undergraduate,QST,QSTSM 498
106970,CASLK,116,CASLK 116,CAS,CASWL,UGRD,2025,Undergraduate Lower,CASWL,CASLK 116
142998,METML,610S,METML 610S,MET,SUM,GRAD,2024,Graduate,SUM,METML 610S
222092,HUBXC,438,HUBXC 438,BU1,HUB,UGRD,2025,Advanced Undergraduate,HUB,HUBXC 438
123959,COMJO,150S,COMJO 150S,COM,COM,UGRD,2024,Undergraduate Lower,COM,COMJO 150S
106585,CASLF,492S,CASLF 492S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASLF 492S
148367,SARPT,341,SARPT 341,SAR,SAR,UGRD,2024,Advanced Undergraduate,SAR,SARPT 341
125067,ENGEC,515S,ENGEC 515S,ENG,SUM,UGRD,2024,Graduate,SUM,ENGEC 515S
112923,CFAMP,611,CFAMP 611,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMP 611
149018,SARSH,700,SARSH 700,SAR,SAR,GRAD,2025,Graduate,SAR,SARSH 700
127053,GMSBI,951S,GMSBI 951S,MED,GMS,GRAD,2025,Graduate,GMS,GMSBI 951S
127057,GMSBI,952,GMSBI 952,MED,GMS,GRAD,2025,Graduate,GMS,GMSBI 952
127836,GMSMH,702S,GMSMH 702S,MED,GMS,GRAD,2025,Graduate,GMS,GMSMH 702S
127850,GMSMH,711,GMSMH 711,MED,GMS,GRAD,2025,Graduate,GMS,GMSMH 711
222194,STHTN,807,STHTN 807,STH,STH,GRAD,2025,Graduate,STH,STHTN 807
127344,GMSCI,793S,GMSCI 793S,MED,GMS,GRAD,2025,Graduate,GMS,GMSCI 793S
127358,GMSCI,803,GMSCI 803,MED,GMS,GRAD,2025,Graduate,GMS,GMSCI 803
127059,GMSBI,954,GMSBI 954,MED,GMS,GRAD,2025,Graduate,GMS,GMSBI 954
127741,GMSIM,620,GMSIM 620,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 620
127746,GMSIM,650,GMSIM 650,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 650
127770,GMSIM,730S,GMSIM 730S,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 730S
127775,GMSIM,791,GMSIM 791,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 791
113121,CFAMT,547S,CFAMT 547S,CFA,CFA,UGRD,2024,Graduate,CFA,CFAMT 547S
113142,CFAMT,581S,CFAMT 581S,CFA,CFA,UGRD,2024,Graduate,CFA,CFAMT 581S
106877,CASLI,459,CASLI 459,CAS,CASRS,UGRD,2026,Advanced Undergraduate,CASRS,CASLI 459
222110,QSTBE,721S,QSTBE 721S,QST,SUM,GRAD,2024,Graduate,SUM,QSTBE 721S
222112,WEDHD,610S,WEDHD 610S,WED,SUM,GRAD,2024,Graduate,SUM,WEDHD 610S
159470,SPHPH,784,SPHPH 784,SPH,SPH,GRAD,2024,Graduate,SPH,SPHPH 784
125694,ENGME,691,ENGME 691,ENG,ENG,GRAD,2024,Graduate,ENG,ENGME 691
125695,ENGME,692,ENGME 692,ENG,ENG,GRAD,2024,Graduate,ENG,ENGME 692
107091,CASLN,492S,CASLN 492S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASLN 492S
145711,QSTBA,222,QSTBA 222,QST,QST,UGRD,2025,Undergraduate Upper,QST,QSTBA 222
123029,COMCM,475,COMCM 475,COM,COM,UGRD,2025,Advanced Undergraduate,COM,COMCM 475
147736,SARHS,489,SARHS 489,SAR,SAR,UGRD,2025,Advanced Undergraduate,SAR,SARHS 489
147921,SARHS,788,SARHS 788,SAR,SAR,GRAD,2025,Graduate,SAR,SARHS 788
137821,LAWJD,964,LAWJD 964,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 964
139886,METAH,517S,METAH 517S,MET,MET,UGRD,2025,Graduate,MET,METAH 517S
158474,SPHEH,811,SPHEH 811,SPH,SPH,GRAD,2025,Graduate,SPH,SPHEH 811
139871,METAH,389,METAH 389,MET,MET,UGRD,2025,Advanced Undergraduate,MET,METAH 389
100574,CASAK,470E,CASAK 470E,CAS,SAB,UGRD,2024,Advanced Undergraduate,SAB,CASAK 470E
106690,CASLG,335,CASLG 335,CAS,CASWL,UGRD,2025,Advanced Undergraduate,CASWL,CASLG 335
106790,CASLH,492,CASLH 492,CAS,CASWL,UGRD,2025,Advanced Undergraduate,CASWL,CASLH 492
106908,CASLJ,250,CASLJ 250,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLJ 250
106910,CASLJ,260,CASLJ 260,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLJ 260
106931,CASLJ,385S,CASLJ 385S,CAS,SUM,UGRD,2025,Advanced Undergraduate,SUM,CASLJ 385S
106933,CASLJ,386,CASLJ 386,CAS,CASWL,UGRD,2025,Advanced Undergraduate,CASWL,CASLJ 386
107673,CASMA,100,CASMA 100,CAS,CASMA,UGRD,2024,Undergraduate Lower,CASMA,CASMA 100
221901,SAROT,949,SAROT 949,SAR,SAR,GRAD,2024,Graduate,SAR,SAROT 949
221909,CASEE,985,CASEE 985,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 985
108162,CASPH,223,CASPH 223,CAS,CASPH,UGRD,2024,Undergraduate Upper,CASPH,CASPH 223
108201,CASPH,258,CASPH 258,CAS,CASPH,UGRD,2024,Undergraduate Upper,CASPH,CASPH 258
163034,STHTX,815,STHTX 815,STH,STH,GRAD,2025,Graduate,STH,STHTX 815
221953,WEDSC,521E,WEDSC 521E,WED,WED,UGRD,2024,Graduate,WED,WEDSC 521E
221971,CFAMH,662,CFAMH 662,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 662
221994,METLX,503,METLX 503,MET,MET,UGRD,2024,Graduate,MET,METLX 503
106907,CASLJ,212,CASLJ 212,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLJ 212
222044,STHTO,829S,STHTO 829S,STH,SUM,GRAD,2024,Graduate,SUM,STHTO 829S
222080,SHAHF,899,SHAHF 899,SHA,SHA,GRAD,2024,Graduate,SHA,SHAHF 899
112444,CFAMH,413,CFAMH 413,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFAMH 413
112517,CFAMH,661,CFAMH 661,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 661
112521,CFAMH,700S,CFAMH 700S,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 700S
106410,CASLD,492,CASLD 492,CAS,PAR,UGRD,2024,Advanced Undergraduate,PAR,CASLD 492
160800,STHTA,804,STHTA 804,STH,STH,GRAD,2024,Graduate,STH,STHTA 804
107369,CASLS,492E,CASLS 492E,CAS,SAB,UGRD,2024,Advanced Undergraduate,SAB,CASLS 492E
110133,CASSO,492,CASSO 492,CAS,CASSO,UGRD,2024,Advanced Undergraduate,CASSO,CASSO 492
222125,CDSDX,602S,CDSDX 602S,CDS,SUM,GRAD,2024,Graduate,SUM,CDSDX 602S
112995,CFAMP,791,CFAMP 791,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMP 791
161575,STHTH,825,STHTH 825,STH,STH,GRAD,2025,Graduate,STH,STHTH 825
222189,EOPLS,34,EOPLS 34,BU1,EOP,UGRD,2025,Introductory,EOP,EOPLS 34
128046,GMSNU,610,GMSNU 610,MED,GMS,GRAD,2025,Graduate,GMS,GMSNU 610
127932,GMSMM,720,GMSMM 720,MED,GMS,GRAD,2025,Graduate,GMS,GMSMM 720
127913,GMSMI,720,GMSMI 720,MED,GMS,GRAD,2025,Graduate,GMS,GMSMI 720
127744,GMSIM,640,GMSIM 640,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 640
127745,GMSIM,650S,GMSIM 650S,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 650S
123605,COMFT,457S,COMFT 457S,COM,SUM,UGRD,2024,Advanced Undergraduate,SUM,COMFT 457S
222084,WEDLS,720,WEDLS 720,WED,WED,GRAD,2024,Graduate,WED,WEDLS 720
160823,STHTA,827,STHTA 827,STH,STH,GRAD,2024,Graduate,STH,STHTA 827
160827,STHTA,870,STHTA 870,STH,STH,GRAD,2024,Graduate,STH,STHTA 870
140751,METCS,520,METCS 520,MET,MET,UGRD,2024,Graduate,MET,METCS 520
122985,COMCM,434,COMCM 434,COM,COM,UGRD,2025,Advanced Undergraduate,COM,COMCM 434
222225,METHC,651S,METHC 651S,MET,SUM,GRAD,2025,Graduate,SUM,METHC 651S
222114,CASLF,658,CASLF 658,CAS,CASRS,GRAD,2025,Graduate,CASRS,CASLF 658
123335,COMCO,102S,COMCO 102S,COM,COM,UGRD,2025,Undergraduate Lower,COM,COMCO 102S
137754,LAWJD,948,LAWJD 948,LAW,LAW,LAW,2025,Graduate,LAW,LAWJD 948
222284,MEDMD,239,MEDMD 239,MED,MED,MEDS,2025,Undergraduate Upper,MED,MEDMD 239
140096,METAT,752,METAT 752,MET,MET,GRAD,2025,Graduate,MET,METAT 752
140105,METAT,782,METAT 782,MET,MET,GRAD,2025,Graduate,MET,METAT 782
159332,SPHMC,941,SPHMC 941,SPH,SPH,GRAD,2025,Graduate,SPH,SPHMC 941
159612,SPHPH,977S,SPHPH 977S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPH 977S
159489,SPHPH,801,SPHPH 801,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPH 801
159590,SPHPH,970,SPHPH 970,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPH 970
159816,SPHSB,833,SPHSB 833,SPH,SPH,GRAD,2025,Graduate,SPH,SPHSB 833
158579,SPHEP,764S,SPHEP 764S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHEP 764S
222296,QSTMS,785,QSTMS 785,QST,QST,GRAD,2025,Graduate,QST,QSTMS 785
105675,CASIR,491,CASIR 491,CAS,PAR,UGRD,2025,Advanced Undergraduate,PAR,CASIR 491
147914,SARHS,783,SARHS 783,SAR,SAR,GRAD,2025,Graduate,SAR,SARHS 783
104206,CASGE,341E,CASGE 341E,CAS,SAB,UGRD,2024,Advanced Undergraduate,SAB,CASGE 341E
104250,CASGE,491,CASGE 491,CAS,CASEE,UGRD,2024,Advanced Undergraduate,CASEE,CASGE 491
131121,GRSGE,985,GRSGE 985,GRS,GRSEE,GRAD,2024,Graduate,GRSEE,GRSGE 985
114614,CFATH,538,CFATH 538,CFA,CFA,UGRD,2024,Graduate,CFA,CFATH 538
114656,CFATH,592,CFATH 592,CFA,CFA,UGRD,2026,Graduate,CFA,CFATH 592
136782,LAWJD,675,LAWJD 675,LAW,LAW,LAW,2024,Graduate,LAW,LAWJD 675
221968,CFAMH,630,CFAMH 630,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMH 630
127691,GMSGC,702,GMSGC 702,MED,GMS,GRAD,2024,Graduate,GMS,GMSGC 702
114943,CGSSS,202,CGSSS 202,CGS,CGS,UGRD,2024,Undergraduate Upper,CGS,CGSSS 202
114882,CGSNS,202,CGSNS 202,CGS,CGS,UGRD,2024,Undergraduate Upper,CGS,CGSNS 202
102093,CASCI,551,CASCI 551,CAS,CASCI,UGRD,2024,Graduate,CASCI,CASCI 551
102283,CASCL,336,CASCL 336,CAS,CASCL,UGRD,2025,Advanced Undergraduate,CASCL,CASCL 336
222040,COMCM,762,COMCM 762,COM,COM,GRAD,2025,Graduate,COM,COMCM 762
127889,GMSMH,971,GMSMH 971,MED,GMS,GRAD,2025,Graduate,GMS,GMSMH 971
127774,GMSIM,791S,GMSIM 791S,MED,GMS,GRAD,2025,Graduate,GMS,GMSIM 791S
222218,CASBB,423S,CASBB 423S,CAS,SUM,UGRD,2025,Advanced Undergraduate,SUM,CASBB 423S
210012,LAWBK,985,LAWBK 985,LAW,LAW,LAW,2025,Graduate,LAW,LAWBK 985
210018,LAWBK,998,LAWBK 998,LAW,LAW,LAW,2025,Graduate,LAW,LAWBK 998
125249,ENGEK,100,ENGEK 100,ENG,ENG,UGRD,2025,Undergraduate Lower,ENG,ENGEK 100
222227,METMG,401S,METMG 401S,MET,SUM,UGRD,2025,Advanced Undergraduate,SUM,METMG 401S
126932,GMSAN,707S,GMSAN 707S,MED,GMS,GRAD,2025,Graduate,GMS,GMSAN 707S
128240,GMSPS,700,GMSPS 700,MED,GMS,GRAD,2025,Graduate,GMS,GMSPS 700
128243,GMSPS,702,GMSPS 702,MED,GMS,GRAD,2025,Graduate,GMS,GMSPS 702
128247,GMSPS,720,GMSPS 720,MED,GMS,GRAD,2025,Graduate,GMS,GMSPS 720
128248,GMSPS,721,GMSPS 721,MED,GMS,GRAD,2025,Graduate,GMS,GMSPS 721
128249,GMSPS,722,GMSPS 722,MED,GMS,GRAD,2025,Graduate,GMS,GMSPS 722
106671,CASLG,282,CASLG 282,CAS,CASWL,UGRD,2025,Undergraduate Upper,CASWL,CASLG 282
125539,ENGME,309,ENGME 309,ENG,ENG,UGRD,2025,Advanced Undergraduate,ENG,ENGME 309
108441,CASPO,309,CASPO 309,CAS,CASPO,UGRD,2025,Advanced Undergraduate,CASPO,CASPO 309
106235,CASLC,112,CASLC 112,CAS,CASWL,UGRD,2025,Undergraduate Lower,CASWL,CASLC 112
106901,CASLJ,112,CASLJ 112,CAS,CASWL,UGRD,2025,Undergraduate Lower,CASWL,CASLJ 112
107590,CASLY,112,CASLY 112,CAS,CASWL,UGRD,2025,Undergraduate Lower,CASWL,CASLY 112
125700,ENGME,704,ENGME 704,ENG,ENG,GRAD,2024,Graduate,ENG,ENGME 704
107004,CASLK,491,CASLK 491,CAS,CASWL,UGRD,2024,Advanced Undergraduate,CASWL,CASLK 491
127044,GMSBI,789,GMSBI 789,MED,GMS,GRAD,2025,Graduate,GMS,GMSBI 789
159689,SPHPM,849,SPHPM 849,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPM 849
159703,SPHPM,940S,SPHPM 940S,SPH,SPH,GRAD,2025,Graduate,SPH,SPHPM 940S
146424,QSTMS,747,QSTMS 747,QST,QST,GRAD,2025,Graduate,QST,QSTMS 747
147845,SARHS,704,SARHS 704,SAR,SAR,GRAD,2025,Graduate,SAR,SARHS 704
104933,CASHI,376,CASHI 376,CAS,CASHI,UGRD,2025,Advanced Undergraduate,CASHI,CASHI 376
222300,HUBIC,211,HUBIC 211,BU1,HUB,UGRD,2025,Undergraduate Upper,HUB,HUBIC 211
222301,HUBIC,209,HUBIC 209,BU1,HUB,UGRD,2025,Undergraduate Upper,HUB,HUBIC 209
113046,CFAMT,221E,CFAMT 221E,CFA,CFA,UGRD,2024,Undergraduate Upper,CFA,CFAMT 221E
146794,QSTSM,450,QSTSM 450,QST,QST,UGRD,2025,Advanced Undergraduate,QST,QSTSM 450
139893,METAH,615,METAH 615,MET,MET,GRAD,2025,Graduate,MET,METAH 615
112933,CFAMP,635,CFAMP 635,CFA,CFA,GRAD,2025,Graduate,CFA,CFAMP 635
114503,CFATH,375,CFATH 375,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFATH 375
114564,CFATH,463,CFATH 463,CFA,CFA,UGRD,2025,Advanced Undergraduate,CFA,CFATH 463
221898,CASLS,2TR,CASLS 2TR,CAS,CASRS,UGRD,2024,Introductory,CASRS,CASLS 2TR
103444,CASEN,372,CASEN 372,CAS,CASEN,UGRD,2024,Advanced Undergraduate,CASEN,CASEN 372
104974,CASHI,386,CASHI 386,CAS,CASHI,UGRD,2024,Advanced Undergraduate,CASHI,CASHI 386
108508,CASPO,332,CASPO 332,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 332
108533,CASPO,351S,CASPO 351S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASPO 351S
108546,CASPO,353,CASPO 353,CAS,CASPO,UGRD,2024,Advanced Undergraduate,CASPO,CASPO 353
108788,CASPO,526,CASPO 526,CAS,CASPO,UGRD,2024,Graduate,CASPO,CASPO 526
108790,CASPO,527,CASPO 527,CAS,CASPO,UGRD,2024,Graduate,CASPO,CASPO 527
109032,CASPS,252,CASPS 252,CAS,CASPS,UGRD,2024,Undergraduate Upper,CASPS,CASPS 252
109059,CASPS,334,CASPS 334,CAS,CASPS,UGRD,2024,Advanced Undergraduate,CASPS,CASPS 334
109094,CASPS,372S,CASPS 372S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASPS 372S
